Investment type,Transaction date,Investment amount,Closing price,Holding period,Transaction fees,Market volatility,Inflation Rate,GDP Rate
Stocks,30-06-2013,258426,449,7,2245.464,0.27,10.5,4.6
Stocks,31-07-2017,1835685,73,4,3889.498,0.4,2.36,5.7
Stocks,31-12-2018,1273246,73,6,3950.312,0.49,2.11,6.9
Stocks,28-02-2021,348389,17239,2,1357.57,0.42,5.03,0.4
Stocks,30-06-2016,957456,73,5,2508.296,0.7,5.77,7.5
Stocks,31-07-2015,1082309,73,13,3803.416,0.2,3.69,7.1
Stocks,30-09-2020,1852665,11251,3,2718.805,0.04,7.27,-15
Stocks,31-05-2018,1513289,20345,12,3077.644,0.22,4.87,7.7
Stocks,30-06-2013,1717402,73,10,3949.045,0.69,10.5,4.6
Stocks,30-09-2012,486887,54198,11,2863.818,0.28,9.73,5.4
Stocks,30-04-2019,1045669,73,13,3408.916,0.04,2.99,6.1
Stocks,30-09-2014,953401,99,1,3993.814,0.34,5.63,5.5
Stocks,31-05-2017,1511727,10492,1,3158.381,0.56,2.18,6.1
Stocks,30-11-2016,1042392,73,6,1675.903,0.35,3.63,7.3
Stocks,31-12-2019,1151928,563,13,3053.474,0.55,7.75,4.6
Stocks,31-08-2014,1469407,58159,9,1675.402,0.25,7.03,5.7
Stocks,28-02-2018,1229825,73,9,2788.024,0.29,4.44,7.2
Stocks,31-08-2016,740271,7414,16,3183.597,0.72,5.05,7.1
Stocks,31-12-2020,1900321,307,15,3202.717,0.37,4.59,-3
Stocks,31-07-2020,1313940,73,14,3195.41,0.06,6.73,-15
Stocks,30-06-2019,1079454,272,10,3993.814,0.12,3.18,5.3
Stocks,31-07-2012,421769,5307,8,3008.929,0.6,9.86,5.3
Stocks,31-01-2016,1141525,1008,11,2392.347,0.23,5.69,7.2
Stocks,31-05-2014,1771858,73,18,3993.814,0.37,8.33,4.6
Stocks,30-06-2016,1306897,73,9,2347.582,0.14,5.77,7.5
Stocks,31-07-2017,1424105,73,11,3993.814,0.12,2.36,5.7
Stocks,31-07-2017,1067286,17722,2,2780.521,0.26,2.36,5.7
Stocks,31-07-2013,1350690,73,13,3993.814,0.4,10.6,4.5
Stocks,31-10-2020,303121,1096,3,2692.536,0.53,7.61,-10
Stocks,31-07-2013,1106051,1490,5,3993.814,0.19,10.6,4.5
Stocks,30-04-2020,1288610,1083,10,3639.082,0.66,7.22,3.7
Stocks,31-03-2014,1291551,11984,7,3336.118,0.57,8.25,4.6
Stocks,30-09-2016,1729703,73,14,2901.41,0.53,4.39,7.2
Stocks,30-04-2013,342092,19478,8,3709.454,0.43,9.6,4.7
Stocks,30-09-2017,136305,2825,8,2346.903,0.19,2.28,6
Stocks,30-06-2013,260887,1042,8,1573.927,0.32,10.5,4.6
Stocks,31-01-2017,486532,10609,9,3328.982,0.61,3.17,7.1
Stocks,31-01-2016,1354780,73,9,3898.145,0.4,5.69,7.2
Stocks,31-05-2019,1003324,341,8,3599.483,0.65,3.05,5.8
Stocks,30-11-2021,1343939,49808,20,3016.817,0.38,4.91,8.4
Stocks,31-12-2016,461733,65135,14,927.477,0.14,3.41,7.1
Stocks,28-02-2013,443596,73,11,2544.283,0.15,7.9,4.5
Stocks,31-05-2017,1098343,73,9,3587.078,0.02,2.18,6.1
Stocks,31-12-2013,1113678,4998,14,1027.66,0.76,10.6,4.8
Stocks,31-01-2018,608352,73,5,3993.814,0.35,5.07,7
Stocks,31-05-2013,424286,132,15,2839.762,0.42,9.4,4.8
Stocks,31-08-2016,1904292,73,12,3207.408,0.56,5.05,7.1
Stocks,30-11-2022,323890,970,8,3614.693,0.17,5.88,6.3
Stocks,30-06-2020,1641258,73,2,3993.814,0.17,6.23,1
Stocks,31-07-2018,461406,11899,1,2703.838,0.42,4.17,8
Stocks,30-09-2012,1304956,221,11,3263.221,0.19,9.73,5.4
Stocks,30-04-2017,1355873,4166,16,2713.486,0.72,2.99,6.3
Stocks,31-03-2014,977638,115,16,2837.34,0.36,8.25,4.6
Stocks,31-03-2014,1112579,73,9,2993.414,0.68,8.25,4.6
Stocks,31-07-2021,1599072,1230,11,3242.772,0.6,5.59,10
Stocks,31-12-2019,196705,73,2,3273.881,0.28,7.75,4.6
Stocks,30-09-2016,1111776,73,12,3397.912,0.43,4.39,7.2
Stocks,31-01-2016,1453832,9703,18,2658.523,0.05,5.69,7.2
Stocks,30-04-2019,1059855,535,13,3336.089,0.19,2.99,6.1
Stocks,30-11-2015,922569,52599,3,1488.062,0.53,5.41,7.4
Stocks,31-08-2017,1639793,42730,11,1409.485,0.43,2.28,5.7
Stocks,31-07-2012,913185,73,14,2637.082,0.13,9.86,5.3
Stocks,30-04-2018,1557112,487,12,1369.319,0.11,4.58,7.5
Stocks,30-06-2019,293443,73,12,3044.884,0.28,3.18,5.3
Stocks,31-12-2012,1314464,3274,4,3064.023,0.23,10.56,5.1
Stocks,31-05-2022,1760360,61130,11,1377.274,0.15,7.04,4.1
Stocks,31-01-2016,1410519,73,5,3242.994,0.14,5.69,7.2
Stocks,28-02-2022,1234271,623,17,3736.858,0.49,6.07,5.4
Stocks,31-08-2017,61423,73,11,2870.595,0.7,2.28,5.7
Stocks,31-08-2017,1339981,13150,12,2285.325,0.37,2.28,5.7
Stocks,30-04-2021,1198246,73,13,3846.872,0.34,4.23,0.9
Stocks,31-07-2019,1178166,1122,2,3228.678,0.09,3.19,5.1
Stocks,31-03-2022,527868,1497,10,2706.835,0.19,6.95,4.9
Stocks,30-11-2020,1996907,3699,8,2790.385,0.1,6.93,-7.5
Stocks,31-03-2013,1099201,8872,2,1031.618,0.13,8.3,4.6
Stocks,30-11-2022,1115486,47463,3,2739.123,0.12,5.88,6.3
Stocks,30-06-2012,1749611,2196,7,3559.305,0.81,9.93,5.4
Stocks,30-04-2020,1494788,57128,7,3142.301,0.45,7.22,3.7
Stocks,31-07-2020,307587,31045,1,3280.667,0.43,6.73,-15
Stocks,30-11-2022,605969,73,5,3197.013,0.77,5.88,6.3
Stocks,30-09-2020,1356602,52850,2,2891.461,0.19,7.27,-15
Stocks,29-02-2012,1838097,73,19,2881.462,0.21,8.83,6.1
Stocks,31-08-2022,962935,1881,6,955.234,0.46,7,13.5
Stocks,31-12-2021,1357557,2274,12,3428.636,0.02,5.66,6.2
Stocks,30-09-2012,988680,4869,16,3993.814,0.19,9.73,5.4
Stocks,31-12-2014,382891,53211,5,2867.844,0.3,4.28,6
Stocks,31-03-2014,169475,73,3,2501.267,0.2,8.25,4.6
Stocks,31-03-2016,1445450,28213,11,3180.904,0.19,4.83,7.5
Stocks,31-08-2013,1083423,2243,18,1842.468,0.16,10.6,4.4
Stocks,31-05-2019,1320967,424,15,2105.128,0.26,3.05,5.8
Stocks,31-03-2019,890816,13918,15,2040.585,0.06,2.86,6.3
Stocks,28-02-2022,405338,1651,2,3762.692,0.05,6.07,5.4
Stocks,30-09-2020,1079416,22321,16,3339.18,0.23,7.27,-15
Stocks,31-10-2019,1878472,73,11,2344.336,0.67,4.62,4.5
Stocks,30-06-2013,1191116,73,16,3198.314,0.56,10.5,4.6
Stocks,30-09-2016,1278584,1903,9,3880.775,0.48,4.39,7.2
Stocks,31-01-2012,1649744,2121,9,3619.162,0.42,7.65,6.3
Stocks,31-03-2019,658888,1549,11,3744.704,0.14,2.86,6.3
Stocks,30-06-2013,194300,49867,13,3993.814,0.27,10.5,4.6
Stocks,31-10-2014,436044,1373,11,2074.866,0.75,4.62,5.3
Stocks,31-10-2018,1996907,621,14,2849.893,0.14,3.38,7.3
Stocks,30-11-2017,1312809,73,15,1172.01,0.21,4.88,6.3
Stocks,30-09-2013,947312,73,18,2883.184,0.43,11.2,4.6
Stocks,30-11-2013,1057898,194,15,2619.661,0.5,10.3,4.8
Stocks,30-11-2021,227248,552,13,3135.292,0.4,4.91,8.4
Stocks,31-08-2017,1557568,1211,17,3326.692,0.29,2.28,5.7
Stocks,31-05-2022,1299856,16432,16,3916.801,0.78,7.04,4.1
Stocks,30-04-2022,199599,7352,8,3184.976,0.28,7.79,4.9
Stocks,30-11-2019,1730596,1383,2,1734.837,0.75,5.54,4.5
Stocks,31-03-2012,1383581,73,6,3752.446,0.39,9.47,5.9
Stocks,31-12-2022,1332951,73,20,2946.658,0.17,5.72,5.1
Stocks,31-05-2019,1289255,16465,16,1870.781,0.34,3.05,5.8
Stocks,30-11-2013,1780355,286,10,2867.54,0.23,10.3,4.8
Stocks,30-04-2015,197668,58192,18,3014.425,0.12,4.87,7.4
Stocks,31-10-2019,897473,73,13,3106.647,0.46,4.62,4.5
Stocks,30-04-2015,197124,73,6,1140.571,0.1,4.87,7.4
Stocks,28-02-2022,949966,73,15,2235.223,0.53,6.07,5.4
Stocks,30-09-2019,1135896,223,10,2714.302,0.41,3.99,4.7
Stocks,30-09-2012,312746,540,10,3349.978,0.42,9.73,5.4
Stocks,30-11-2018,918262,3464,10,2607.8,0.14,2.33,7.1
Stocks,31-10-2012,289799,73,14,2842.254,0.15,9.75,5.4
Stocks,31-07-2019,1115473,73,4,2679.665,0.35,3.19,5.1
Stocks,31-03-2018,1503775,4230,16,2987.882,0.51,4.28,7.3
Stocks,30-09-2012,1475196,73,15,3104.675,0.15,9.73,5.4
Stocks,30-11-2018,1327079,5540,11,3927.426,0.81,2.33,7.1
Stocks,30-09-2020,746495,73,15,3712.355,0.32,7.27,-15
Stocks,31-05-2021,1996907,73,2,2391.446,0.42,6.3,1.6
Stocks,31-10-2021,592388,73,3,3037.255,0.09,4.48,13
Stocks,31-12-2015,1996907,73,8,3753.019,0.18,5.62,7.3
Stocks,30-04-2014,322863,13239,5,2111.22,0.59,8.48,4.6
Stocks,30-04-2022,1002120,9830,8,2044.745,0.39,7.79,4.9
Stocks,31-12-2019,532889,13191,14,3441.967,0.69,7.75,4.6
Stocks,31-08-2018,1279550,1232,12,2535.551,0.51,3.69,8.2
Stocks,31-05-2021,1008142,73,7,3646.39,0.13,6.3,1.6
Stocks,31-03-2012,698451,13806,2,2853.934,0.35,9.47,5.9
Stocks,30-11-2021,1906090,73,15,1508.391,0.58,4.91,8.4
Stocks,30-09-2012,455275,1127,16,3805.965,0.09,9.73,5.4
Stocks,30-06-2016,185105,73,9,3423.342,0.14,5.77,7.5
Stocks,30-11-2019,1733477,2580,4,3020.195,0.74,5.54,4.5
Stocks,31-07-2022,577326,10337,4,768.345,0.31,6.71,9
Stocks,31-08-2017,828037,73,2,2304.07,0.48,2.28,5.7
Stocks,31-07-2019,113982,73,9,3831.235,0.2,3.19,5.1
Stocks,31-10-2012,9382,73,18,3398.921,0.49,9.75,5.4
Stocks,31-10-2021,1080751,73,1,3811.776,0.17,4.48,13
Stocks,30-06-2013,867954,73,11,2116.339,0.17,10.5,4.6
Stocks,31-03-2018,398542,175,14,3128.221,0.07,4.28,7.3
Stocks,31-10-2014,1200647,2872,2,3993.814,0.51,4.62,5.3
Stocks,30-06-2018,1250761,12079,7,2909.066,0.81,4.92,7.9
Stocks,31-07-2022,619692,73,11,2924.912,0.22,6.71,9
Stocks,30-06-2012,919750,73,11,1417.752,0.14,9.93,5.4
Stocks,31-07-2018,1454459,2408,9,3906.884,0.14,4.17,8
Stocks,31-05-2022,553346,73,13,3993.814,0.02,7.04,4.1
Stocks,31-01-2019,889067,15756,16,3993.814,0.42,1.97,6.7
Stocks,29-02-2020,1710483,60861,18,3482.34,0.46,6.58,4.7
Stocks,30-04-2013,1237102,7301,10,3366.89,0.1,9.6,4.7
Stocks,31-12-2018,343045,658,9,3272.166,0.72,2.11,6.9
Stocks,31-10-2020,119788,3778,6,2483.372,0.57,7.61,-10
Stocks,31-08-2012,1391586,16222,1,3486.646,0.24,10.03,5.5
Stocks,28-02-2022,513201,1445,7,2952.224,0.55,6.07,5.4
Stocks,30-06-2020,905765,1171,19,2081.949,0.73,6.23,1
Stocks,30-04-2020,1349251,73,3,3143.82,0.51,7.22,3.7
Stocks,30-09-2016,1850710,14981,14,2405.77,0.57,4.39,7.2
Stocks,31-08-2019,662617,73,10,2901.349,0.46,3.28,5
Stocks,30-06-2018,382429,12413,10,3425.063,0.23,4.92,7.9
Stocks,30-09-2022,576070,10698,13,2960.395,0.09,7.41,9
Stocks,30-11-2017,1343464,490,16,1928.278,0.19,4.88,6.3
Stocks,31-01-2016,1118192,826,5,1946.169,0.49,5.69,7.2
Stocks,28-02-2021,1678201,17551,9,2262.416,0.53,5.03,0.4
Stocks,31-10-2022,1396169,13828,10,3993.814,0.67,6.77,7
Stocks,31-01-2012,519117,354,14,3106.903,0.07,7.65,6.3
Stocks,31-03-2018,1897780,331,11,3016.613,0.41,4.28,7.3
Stocks,31-05-2018,883313,1324,3,3993.814,0.68,4.87,7.7
Stocks,31-07-2014,321843,73,11,3004.736,0.48,7.39,5
Stocks,30-11-2012,1872117,73,7,2786.227,0.21,9.9,5.3
Stocks,31-01-2022,1075583,168,8,3993.814,0.33,6.01,5.1
Stocks,31-10-2012,1101972,73,9,3993.814,0.39,9.75,5.4
Stocks,31-10-2016,463731,73,4,3838.198,0.41,4.2,7.3
Stocks,31-07-2016,326699,365,10,2805.372,0.15,6.07,7.3
Stocks,29-02-2012,1149111,1708,11,2643.949,0.16,8.83,6.1
Stocks,28-02-2021,1478850,1289,14,2780.613,0.33,5.03,0.4
Stocks,31-07-2017,1067373,73,9,3337.737,0.16,2.36,5.7
Stocks,31-10-2022,1433500,7474,17,3263.595,0.44,6.77,7
Stocks,31-12-2014,423376,1459,10,1360.953,0.5,4.28,6
Stocks,31-10-2017,1204277,73,18,2966.848,0.2,3.58,6.1
Stocks,31-05-2015,1900952,73,18,3993.814,0.04,5.01,7.5
Stocks,31-07-2016,1016099,1395,13,2822.514,0.6,6.07,7.3
Stocks,30-09-2018,1463087,73,13,3365.895,0.4,3.17,7.7
Stocks,30-04-2013,1400322,73,7,3396.752,0.39,9.6,4.7
Stocks,31-01-2018,618517,74,3,3366.713,0.51,5.07,7
Stocks,31-03-2018,119187,42347,14,2634.485,0.44,4.28,7.3
Stocks,31-01-2012,902756,4881,10,1080.483,0.47,7.65,6.3
Stocks,31-10-2022,1039926,8546,13,2714.951,0.36,6.77,7
Stocks,31-05-2017,163697,73,9,2908.932,0.16,2.18,6.1
Stocks,31-03-2012,1572756,489,4,1601.252,0.34,9.47,5.9
Stocks,31-05-2021,473564,58006,4,2923.548,0.07,6.3,1.6
Stocks,31-05-2019,436107,6642,10,3220.227,0.16,3.05,5.8
Stocks,31-01-2019,472776,355,13,3390.079,0.02,1.97,6.7
Stocks,31-01-2016,1804965,73,6,1573.919,0.06,5.69,7.2
Stocks,29-02-2020,340923,73,5,3917.731,0.1,6.58,4.7
Stocks,31-12-2021,1891200,58405,1,3505.052,0.44,5.66,6.2
Stocks,31-08-2018,1654040,212,7,3400.094,0.37,3.69,8.2
Stocks,30-06-2020,1567437,73471,8,3164.342,0.22,6.23,1
Stocks,30-04-2012,1996907,2203,7,3891.474,0.35,10.26,5.7
Stocks,31-08-2012,360406,2134,13,2429.491,0.27,10.03,5.5
Stocks,31-03-2015,279488,1802,8,2901.395,0.19,5.25,7.4
Stocks,31-12-2020,1604462,73,19,3993.814,0.55,4.59,-3
Stocks,31-07-2019,1387454,298,10,3993.814,0.6,3.19,5.1
Stocks,30-06-2014,1996907,73,6,3871.989,0.33,6.77,4.8
Stocks,30-04-2015,544803,2601,9,2959.057,0.64,4.87,7.4
Stocks,30-06-2021,1339229,2390,7,2732.262,0.23,6.26,3
Stocks,30-11-2016,1321035,13731,6,3346.717,0.21,3.63,7.3
Stocks,31-01-2020,1191115,73,9,3582.109,0.09,7.59,4.7
Stocks,31-07-2013,1077297,73,6,3792.824,0.48,10.6,4.5
Stocks,30-06-2020,1291117,73,1,1131.84,0.1,6.23,1
Stocks,30-09-2013,308809,38982,15,1886.343,0.14,11.2,4.6
Stocks,31-03-2018,686910,73,10,3016.327,0.4,4.28,7.3
Stocks,30-09-2014,1422973,73,12,3506.751,0.16,5.63,5.5
Stocks,30-04-2015,1768054,789,7,1083.068,0.1,4.87,7.4
Stocks,31-12-2012,878043,67527,20,1204.405,0.46,10.56,5.1
Stocks,31-08-2015,555054,1766,14,2791.437,0.25,3.74,7
Stocks,30-06-2014,1992387,4382,16,1381.345,0.05,6.77,4.8
Stocks,31-03-2015,163948,3729,9,3694.858,0.07,5.25,7.4
Stocks,30-04-2014,1411272,64399,1,3452.191,0.45,8.48,4.6
Stocks,30-11-2015,1473697,62759,14,3774.554,0.57,5.41,7.4
Stocks,31-07-2018,783365,103,2,3160.18,0.27,4.17,8
Stocks,30-11-2022,1010230,9217,6,3805.223,0.33,5.88,6.3
Stocks,31-03-2018,1420794,5672,16,701.331,0.32,4.28,7.3
Stocks,31-05-2016,1478645,137,9,3072.108,0.41,5.76,7.9
Stocks,30-11-2017,1596376,1266,15,1124.143,0.62,4.88,6.3
Stocks,30-09-2014,1317567,48807,8,3450.186,0.34,5.63,5.5
Stocks,30-06-2014,1407246,63109,14,2649.309,0.54,6.77,4.8
Stocks,31-08-2013,767404,76171,6,3164.489,0.29,10.6,4.4
Stocks,31-12-2020,1151837,7383,11,1735.118,0.28,4.59,-3
Stocks,31-07-2021,329285,16363,17,3030.488,0.46,5.59,10
Stocks,31-10-2018,864015,52913,10,3993.814,0.53,3.38,7.3
Stocks,31-07-2021,46590,61733,15,1275.775,0.23,5.59,10
Stocks,31-12-2017,402784,29498,9,3993.814,0.38,5.21,6.7
Stocks,31-08-2022,815468,73,3,1375.076,0.21,7,13.5
Stocks,30-11-2016,1145027,1582,11,1040.245,0.45,3.63,7.3
Stocks,31-03-2015,1137218,73,16,2439.37,0.25,5.25,7.4
Stocks,30-11-2015,1816661,1269,4,2748.152,0.55,5.41,7.4
Stocks,31-07-2018,805780,1490,16,3834.524,0.38,4.17,8
Stocks,30-04-2015,1805499,73,17,3993.814,0.64,4.87,7.4
Stocks,30-04-2020,250575,73,5,1564.326,0.6,7.22,3.7
Stocks,30-04-2018,1098823,73,16,3083.702,0.19,4.58,7.5
Stocks,30-04-2013,1404859,1528,9,2774.416,0.03,9.6,4.7
Stocks,31-07-2020,1104283,73,15,2712.045,0.75,6.73,-15
Stocks,31-12-2019,134368,4821,6,2523.74,0.41,7.75,4.6
Stocks,31-03-2019,1037305,3485,2,1637.244,0.14,2.86,6.3
Stocks,28-02-2013,1416568,73,15,3028.681,0.47,7.9,4.5
Stocks,30-11-2021,264193,73,18,1563.852,0.48,4.91,8.4
Stocks,30-11-2020,1727037,1011,14,3796.188,0.22,6.93,-7.5
Stocks,31-07-2015,1676669,1381,9,1140.234,0.14,3.69,7.1
Stocks,31-08-2013,1129479,2608,5,3993.814,0.35,10.6,4.4
Stocks,30-11-2015,1461163,73,1,3993.814,0.55,5.41,7.4
Stocks,30-09-2019,1770949,1793,9,1745.837,0.31,3.99,4.7
Stocks,31-03-2012,1318905,73,14,2779.453,0.27,9.47,5.9
Stocks,31-10-2017,1694695,79898,11,3096.986,0.6,3.58,6.1
Stocks,31-08-2019,452507,73,4,1466.622,0.27,3.28,5
Stocks,31-01-2022,373240,57231,12,3993.814,0.3,6.01,5.1
Stocks,31-03-2017,702859,1899,9,3907.746,0.71,3.89,6.7
Stocks,29-02-2016,1393088,73,17,2810.512,0.2,5.26,7.3
Stocks,31-12-2013,1617261,73,9,2730.328,0.57,10.6,4.8
Stocks,31-07-2021,1029262,33640,17,3993.814,0.31,5.59,10
Stocks,29-02-2020,1589977,25455,9,2599.435,0.17,6.58,4.7
Stocks,30-04-2018,356662,1187,12,2830.964,0.27,4.58,7.5
Stocks,31-07-2012,1996907,271,11,2969.474,0.38,9.86,5.3
Stocks,28-02-2022,1349942,406,18,1629.032,0.03,6.07,5.4
Stocks,30-11-2012,1069272,73,17,2759.434,0.29,9.9,5.3
Stocks,31-07-2021,1359059,61545,13,2566.142,0.63,5.59,10
Stocks,31-03-2013,1427336,1443,8,2676.875,0.65,8.3,4.6
Stocks,28-02-2017,1356597,2948,9,3993.814,0.73,3.65,7
Stocks,31-10-2016,341843,20263,3,2774.198,0.29,4.2,7.3
Stocks,31-10-2016,722221,73,3,2894.401,0.15,4.2,7.3
Stocks,31-05-2018,1645384,73,2,3545.46,0.54,4.87,7.7
Stocks,31-12-2014,364777,62653,17,3077.928,0.14,4.28,6
Stocks,30-11-2022,253552,1622,2,3002.893,0.15,5.88,6.3
Stocks,28-02-2019,1760860,73,10,3993.814,0.08,2.57,6.6
Stocks,31-03-2020,1289121,530,10,2692.902,0.44,5.84,4.1
Stocks,31-05-2015,841149,2489,15,3770.405,0.75,5.01,7.5
Stocks,31-08-2019,1130138,73,12,2778.834,0.49,3.28,5
Stocks,30-09-2015,1897670,73,3,3401.393,0.12,4.41,7.2
Stocks,29-02-2020,1170753,73,3,2537.179,0.02,6.58,4.7
Stocks,31-12-2012,1285568,3713,6,3255.784,0.6,10.56,5.1
Stocks,30-09-2016,1819472,2362,8,3709.76,0.26,4.39,7.2
Stocks,30-11-2020,1352717,73,13,3702.155,0.16,6.93,-7.5
Stocks,31-12-2012,1161383,73,16,3993.814,0.5,10.56,5.1
Stocks,28-02-2015,423092,17559,13,3176.473,0.47,5.37,7.5
Stocks,30-11-2017,1996907,73,3,3973.245,0.09,4.88,6.3
Stocks,31-01-2018,314509,2439,3,2625.752,0.49,5.07,7
Stocks,31-12-2017,665426,25289,20,2723.117,0.29,5.21,6.7
Stocks,31-12-2013,1427397,52150,2,3802.245,0.02,10.6,4.8
Stocks,30-04-2015,429560,157,14,2665.512,0.14,4.87,7.4
Stocks,31-07-2019,1411656,4946,13,2596.357,0.27,3.19,5.1
Stocks,31-03-2021,900760,8326,11,3993.814,0.51,5.52,0.6
Stocks,28-02-2013,1909951,73,5,3115.533,0.62,7.9,4.5
Stocks,31-01-2016,425887,2372,18,3318.313,0.5,5.69,7.2
Stocks,31-07-2014,1139065,3005,6,2838.586,0.52,7.39,5
Stocks,31-07-2015,378272,2033,3,2921.625,0.48,3.69,7.1
Stocks,31-10-2013,729362,63030,9,3993.814,0.47,12.2,4.7
Stocks,31-08-2015,1960808,2596,5,3010.847,0.76,3.74,7
Stocks,30-04-2022,1163952,21830,18,3356.472,0.45,7.79,4.9
Stocks,31-12-2017,1537129,1407,8,3993.814,0.34,5.21,6.7
Stocks,30-06-2020,1717587,7278,14,2395.732,0.68,6.23,1
Stocks,30-04-2015,1158334,1231,11,3494.622,0.47,4.87,7.4
Stocks,30-11-2012,257824,1531,14,1876.183,0.24,9.9,5.3
Stocks,31-07-2019,1583239,1990,17,2469.007,0.19,3.19,5.1
Stocks,31-05-2022,1231991,2774,7,2368.358,0.43,7.04,4.1
Stocks,31-07-2017,1642768,73,7,3333.531,0.41,2.36,5.7
Stocks,31-10-2017,1080553,5488,14,2929.972,0.03,3.58,6.1
Stocks,30-11-2019,478455,522,11,2616.456,0.59,5.54,4.5
Stocks,31-05-2014,1737529,73,13,3993.814,0.18,8.33,4.6
Stocks,30-09-2012,392832,509,17,1102.953,0.39,9.73,5.4
Stocks,31-07-2022,1289213,67792,4,3884.72,0.64,6.71,9
Stocks,31-03-2022,166295,434,6,3968.006,0.14,6.95,4.9
Stocks,30-06-2013,1858895,73,10,3561.456,0.53,10.5,4.6
Stocks,30-04-2022,55682,1297,8,3089.774,0.76,7.79,4.9
Stocks,30-09-2021,1331594,3630,6,3297.334,0.1,4.35,15
Stocks,31-12-2022,1239490,3579,5,3026.782,0.08,5.72,5.1
Stocks,30-11-2014,1996907,73,15,3993.814,0.19,3.27,5.3
Stocks,30-06-2014,530639,19627,9,2076.421,0.12,6.77,4.8
Stocks,30-11-2013,1996907,73,15,3815.904,0.47,10.3,4.8
Stocks,31-05-2022,834717,12745,10,2734.729,0.81,7.04,4.1
Stocks,31-10-2014,1724713,24195,12,2562.921,0.13,4.62,5.3
Stocks,31-10-2013,387890,73,14,3025.1,0.23,12.2,4.7
Stocks,31-10-2012,1208268,3405,9,2700.991,0.33,9.75,5.4
Stocks,31-10-2017,1456673,73,19,3439.915,0.41,3.58,6.1
Stocks,29-02-2012,998253,73,8,3993.814,0.17,8.83,6.1
Stocks,28-02-2013,362107,73,17,2614.511,0.28,7.9,4.5
Stocks,31-07-2016,829204,73,20,2575.692,0.06,6.07,7.3
Stocks,31-10-2013,1416935,73,15,3993.814,0.11,12.2,4.7
Stocks,31-05-2017,1098828,73,20,2455.41,0.18,2.18,6.1
Stocks,31-10-2013,648602,10078,6,3868.764,0.53,12.2,4.7
Stocks,31-07-2016,533809,13313,10,3020.423,0.15,6.07,7.3
Stocks,31-10-2020,129497,1106,19,2698.208,0.42,7.61,-10
Stocks,31-03-2022,1115014,4282,12,3585.112,0.21,6.95,4.9
Stocks,31-12-2020,1327998,70427,9,2789.656,0.49,4.59,-3
Stocks,30-04-2022,570149,41199,10,3786.544,0.38,7.79,4.9
Stocks,31-12-2014,1241034,73,19,3131.904,0.64,4.28,6
Stocks,30-06-2020,1651643,692,7,2595.959,0.3,6.23,1
Stocks,31-10-2015,1007751,2045,4,2501.151,0.14,5,7.4
Stocks,30-11-2020,1394383,5500,8,3172.619,0.58,6.93,-7.5
Stocks,31-01-2021,115987,37657,3,2990.391,0.37,4.06,-1
Stocks,31-10-2014,1211885,3680,16,3447.287,0.49,4.62,5.3
Stocks,31-12-2018,1123937,73,4,2219.174,0.52,2.11,6.9
Stocks,30-09-2017,52448,20774,8,3578.16,0.65,2.28,6
Stocks,30-09-2022,96855,519,3,3596.362,0.05,7.41,9
Stocks,30-11-2020,1960167,5294,9,3962.415,0.11,6.93,-7.5
Stocks,30-04-2019,1340142,73,6,1324.144,0.07,2.99,6.1
Stocks,30-04-2012,1029530,68265,15,2894.771,0.38,10.26,5.7
Stocks,31-12-2022,1559381,73,18,3536.792,0.21,5.72,5.1
Stocks,28-02-2022,1484879,15166,3,2488.551,0.14,6.07,5.4
Stocks,30-11-2019,1865450,1462,8,2427.848,0.58,5.54,4.5
Stocks,30-11-2020,1252120,1579,11,3235.398,0.02,6.93,-7.5
Stocks,31-08-2022,1618346,73,16,1858.552,0.3,7,13.5
Stocks,31-10-2018,619565,17626,2,3006.843,0.4,3.38,7.3
Stocks,31-07-2013,1077462,73,1,2625.277,0.55,10.6,4.5
Stocks,31-03-2019,654058,1224,7,3993.814,0.47,2.86,6.3
Stocks,31-05-2015,1215063,1648,6,3993.814,0.54,5.01,7.5
Stocks,31-12-2018,1945412,318,8,3015.008,0.5,2.11,6.9
Stocks,31-01-2022,1629669,73,17,3993.814,0.11,6.01,5.1
Stocks,31-03-2022,1802831,11844,12,3993.814,0.19,6.95,4.9
Stocks,30-04-2017,995933,394,4,2419.457,0.06,2.99,6.3
Stocks,30-06-2012,1031900,580,15,3463.984,0.11,9.93,5.4
Stocks,30-11-2017,1139003,73,16,3063.575,0.15,4.88,6.3
Stocks,31-08-2021,1596228,73,12,3395.808,0.28,5.3,20.1
Stocks,31-05-2022,1996907,73,16,1808.856,0.25,7.04,4.1
Stocks,31-08-2017,1056720,2232,13,3213.852,0.1,2.28,5.7
Stocks,30-09-2015,438389,73,1,2945.743,0.37,4.41,7.2
Stocks,31-05-2019,1029401,1804,9,1803.78,0.03,3.05,5.8
Stocks,31-12-2014,537611,17684,11,3786.742,0.13,4.28,6
Stocks,31-05-2022,677060,13879,6,3384.654,0.44,7.04,4.1
Stocks,31-05-2022,1031203,1742,9,3936.128,0.09,7.04,4.1
Stocks,31-10-2022,1022360,1034,19,3667.047,0.39,6.77,7
Stocks,31-08-2019,1756050,73,9,1006.527,0.44,3.28,5
Stocks,31-03-2017,453321,73,15,1646.448,0.34,3.89,6.7
Stocks,31-10-2019,1046756,3324,8,2385.041,0.7,4.62,4.5
Stocks,31-05-2014,1318044,2266,9,2729.611,0.21,8.33,4.6
