Investment type,Transaction date,Investment amount,Closing price,Holding period,Transaction fees,Market volatility,Inflation Rate,GDP Rate
Mutual Fund,31-08-2013,987808,10.83,1,11580.18,0.46,10.6,4.4
Mutual Fund,30-04-2019,889402,11.59,3,12538.59,0.13,2.99,6.1
Mutual Fund,31-05-2016,754273,9.66,3,9274.96,0.19,5.76,7.9
Mutual Fund,30-11-2022,516712,9.95,1,16889.74,0.1,5.88,6.3
Mutual Fund,31-12-2022,1680853,9.82,15,9835.64,0.14,5.72,5.1
Mutual Fund,31-03-2012,444943,10.33,6,10576.36,0.35,9.47,5.9
Mutual Fund,30-11-2019,300504,10.43,17,11732.62,0.38,5.54,4.5
Mutual Fund,31-12-2018,691517,10.87,4,12566.4,0.32,2.11,6.9
Mutual Fund,30-11-2014,1362925,9.92,1,32655.18,0.08,3.27,5.3
Mutual Fund,31-12-2015,1975639,9.79,19,11205.49,0.5,5.62,7.3
Mutual Fund,31-12-2022,1361279,10.57,1,4481.3,0.19,5.72,5.1
Mutual Fund,31-03-2013,1263556,9.77,15,29615.76,0.4,8.3,4.6
Mutual Fund,31-12-2016,812422,10.33,8,11831.26,0.33,3.41,7.1
Mutual Fund,30-09-2019,529396,9.97,3,26074.97,0.36,3.99,4.7
Mutual Fund,28-02-2014,818631,10.46,12,23703.76,0.42,7.88,4.7
Mutual Fund,31-01-2014,728981,11.16,5,17475.63,0.29,8.6,4.7
Mutual Fund,31-05-2022,610233,9.86,5,15962.56,0.13,7.04,4.1
Mutual Fund,30-11-2017,749150,9.68,20,9289.79,0.35,4.88,6.3
Mutual Fund,31-03-2017,307853,10.46,2,28291.33,0.11,3.89,6.7
Mutual Fund,30-06-2012,714213,10.34,4,26066.18,0.35,9.93,5.4
Mutual Fund,31-01-2021,708046,10.27,1,22607.64,0.04,4.06,-1
Mutual Fund,30-06-2022,228348,10.44,4,11293.39,0.12,7.01,7
Mutual Fund,31-03-2013,338288,10.22,1,17580.15,0.14,8.3,4.6
Mutual Fund,31-10-2015,312777,10.43,16,20288.33,0.48,5,7.4
Mutual Fund,30-06-2016,593055,10.93,7,7951.82,0.34,5.77,7.5
Mutual Fund,31-08-2019,490923,10.06,14,10512.91,0.2,3.28,5
Mutual Fund,31-12-2014,169373,10.64,9,4376.08,0.16,4.28,6
Mutual Fund,31-01-2021,457081,9.73,11,25417.48,0.34,4.06,-1
Mutual Fund,30-04-2019,949262,10.77,18,18492.11,0.44,2.99,6.1
Mutual Fund,31-03-2019,1177512,11.49,19,18971.34,0.42,2.86,6.3
Mutual Fund,31-12-2017,485869,10.69,19,22386.98,0.37,5.21,6.7
Mutual Fund,31-03-2020,566720,10,4,13612.81,0.39,5.84,4.1
Mutual Fund,31-12-2019,669102,9.74,7,24576.42,0.38,7.75,4.6
Mutual Fund,31-01-2015,1028814,10.34,15,27193.32,0.09,5.19,6.3
Mutual Fund,31-05-2019,391123,10.47,10,12333.98,0.36,3.05,5.8
Mutual Fund,31-08-2012,13024,10.32,15,31952.05,0.29,10.03,5.5
Mutual Fund,31-08-2012,423986,9.79,8,25904.73,0.05,10.03,5.5
Mutual Fund,30-04-2019,1616937,9.97,16,17599,0.41,2.99,6.1
Mutual Fund,31-12-2019,988615,10.64,4,22750.01,0.16,7.75,4.6
Mutual Fund,30-11-2021,19270,10.15,4,14811.15,0.14,4.91,8.4
Mutual Fund,31-07-2017,604710,10.66,1,14967.06,0.33,2.36,5.7
Mutual Fund,31-01-2022,341788,10.44,16,8870.17,0.22,6.01,5.1
Mutual Fund,30-11-2022,831394,10.43,1,19952.51,0.12,5.88,6.3
Mutual Fund,31-08-2016,375706,11.57,1,8448.5,0.15,5.05,7.1
Mutual Fund,30-11-2016,766281,10.11,18,20564.39,0.37,3.63,7.3
Mutual Fund,31-07-2021,462359,10.57,14,11255.32,0.43,5.59,10
Mutual Fund,30-09-2018,1203489,10.58,11,13824.48,0.14,3.17,7.7
Mutual Fund,30-06-2022,1440535,10.7,12,12949.06,0.1,7.01,7
Mutual Fund,31-01-2013,1765854,10.49,3,12195.87,0.13,8.6,4.9
Mutual Fund,30-04-2015,77800,10.3,5,13847.78,0.38,4.87,7.4
Mutual Fund,31-10-2015,863464,10.88,1,17426.54,0.1,5,7.4
Mutual Fund,31-05-2012,477033,10.79,9,19428.28,0.45,10.36,5.3
Mutual Fund,31-07-2022,356479,9.86,16,15784.87,0.37,6.71,9
Mutual Fund,31-07-2012,1764234,10.52,4,36180.37,0.24,9.86,5.3
Mutual Fund,31-03-2013,1655185,10.13,6,26665.81,0.31,8.3,4.6
Mutual Fund,31-05-2019,1317711,10.35,17,29957.97,0.1,3.05,5.8
Mutual Fund,31-10-2022,1162366,9.81,1,6260.92,0.26,6.77,7
Mutual Fund,31-01-2020,147050,10.6,8,10774.62,0.13,7.59,4.7
Mutual Fund,30-09-2017,1271048,10.6,8,20021,0.4,2.28,6
Mutual Fund,31-08-2021,570494,10.19,11,17555.92,0.1,5.3,20.1
Mutual Fund,30-06-2019,830897,10.37,13,7437.01,0.17,3.18,5.3
Mutual Fund,28-02-2014,792908,10.08,12,16644.08,0.13,7.88,4.7
Mutual Fund,31-07-2012,725358,10.25,3,12182.6,0.03,9.86,5.3
Mutual Fund,31-12-2013,1190787,9.56,5,14605.04,0.32,10.6,4.8
Mutual Fund,31-08-2014,1436811,10.73,13,29547.88,0.08,7.03,5.7
Mutual Fund,31-08-2021,1755290,10.42,2,17551.35,0.03,5.3,20.1
Mutual Fund,31-12-2012,794787,10.06,1,22548.36,0.16,10.56,5.1
Mutual Fund,30-04-2020,436836,9.95,2,11805.23,0.38,7.22,3.7
Mutual Fund,31-07-2019,1975639,10.26,3,13040.89,0.19,3.19,5.1
Mutual Fund,31-12-2020,173985,10.58,19,14634.1,0.19,4.59,-3
Mutual Fund,31-01-2017,1388514,9.96,14,26778.58,0.34,3.17,7.1
Mutual Fund,31-05-2017,655280,10.05,6,19173.25,0.17,2.18,6.1
Mutual Fund,31-08-2019,1154203,9.98,13,22305.75,0.15,3.28,5
Mutual Fund,30-09-2013,1643030,10.14,15,25797.36,0.43,11.2,4.6
Mutual Fund,30-11-2016,280875,10.61,3,10585.5,0.36,3.63,7.3
Mutual Fund,30-09-2015,1293711,10.53,8,10404.22,0.36,4.41,7.2
Mutual Fund,30-11-2016,1528632,10,19,19475.36,0.4,3.63,7.3
Mutual Fund,31-12-2021,1491613,10.54,6,24994.77,0.08,5.66,6.2
Mutual Fund,31-03-2017,1122598,10.44,2,8675.12,0.13,3.89,6.7
Mutual Fund,31-01-2014,409384,10.66,15,8629.34,0.28,8.6,4.7
Mutual Fund,31-12-2017,535274,9.98,5,22943.98,0.43,5.21,6.7
Mutual Fund,30-11-2021,776995,11.44,3,9221.04,0.45,4.91,8.4
Mutual Fund,31-07-2013,501069,9.77,7,14488.08,0.06,10.6,4.5
Mutual Fund,30-11-2015,1227486,10.24,3,16875.02,0.09,5.41,7.4
Mutual Fund,31-10-2019,655876,10.12,1,13832.49,0.47,4.62,4.5
Mutual Fund,30-09-2021,1868106,10.62,7,12196.05,0.36,4.35,15
Mutual Fund,30-11-2013,527053,9.76,6,20470.68,0.09,10.3,4.8
Mutual Fund,31-05-2016,990844,9.63,5,7858.74,0.07,5.76,7.9
Mutual Fund,30-11-2014,1743772,10.82,9,11344.72,0.15,3.27,5.3
Mutual Fund,31-01-2017,1195407,9.67,6,25449.93,0.09,3.17,7.1
Mutual Fund,30-11-2014,1302648,10.58,3,25105.24,0.01,3.27,5.3
Mutual Fund,30-09-2022,1144199,10.33,16,7832.12,0.42,7.41,9
Mutual Fund,28-02-2018,1357307,10.54,5,19589.25,0.05,4.44,7.2
Mutual Fund,31-08-2021,870892,9.61,17,14829.18,0.14,5.3,20.1
Mutual Fund,31-07-2022,591764,10.71,7,5021.25,0.18,6.71,9
Mutual Fund,31-12-2021,47495,10.28,6,9848.68,0.34,5.66,6.2
Mutual Fund,28-02-2021,731366,10.76,19,17880.73,0.41,5.03,0.4
Mutual Fund,31-05-2012,1428669,10.76,6,15234.22,0.12,10.36,5.3
Mutual Fund,31-03-2012,1512587,9.74,3,12641.88,0.01,9.47,5.9
Mutual Fund,31-03-2017,415170,10.9,13,24172.47,0.15,3.89,6.7
Mutual Fund,31-01-2012,550028,10.83,4,16522.79,0.01,7.65,6.3
Mutual Fund,31-05-2012,1433887,10.47,17,5077.77,0.15,10.36,5.3
Mutual Fund,30-11-2013,1022170,10.09,8,9642.61,0.44,10.3,4.8
Mutual Fund,31-08-2019,654633,10.01,6,33994.92,0.47,3.28,5
Mutual Fund,30-04-2022,1527695,9.94,15,26549.24,0.17,7.79,4.9
Mutual Fund,30-06-2017,1625494,9.82,3,39965.32,0.22,1.46,5.9
Mutual Fund,30-04-2014,359660,10.85,1,24541.52,0.31,8.48,4.6
Mutual Fund,30-09-2016,883645,10.4,17,16902.88,0.47,4.39,7.2
Mutual Fund,30-11-2022,1434101,10.02,5,16551.51,0.46,5.88,6.3
Mutual Fund,31-07-2021,870744,9.73,1,10739.61,0.48,5.59,10
Mutual Fund,31-12-2017,44829,9.71,3,15665.97,0.17,5.21,6.7
Mutual Fund,31-07-2015,766097,9.93,14,8213.83,0.12,3.69,7.1
Mutual Fund,31-10-2012,1292220,10.55,2,14366.81,0.16,9.75,5.4
Mutual Fund,30-11-2015,50436,10.07,13,7920.61,0.12,5.41,7.4
Mutual Fund,31-05-2020,218268,9.84,4,29859.74,0.38,6.27,3.1
Mutual Fund,31-01-2022,292785,10.06,6,13752.29,0.45,6.01,5.1
Mutual Fund,31-05-2018,1566629,9.83,2,14187.9,0.09,4.87,7.7
Mutual Fund,31-01-2021,540134,10.07,7,23503.13,0.08,4.06,-1
Mutual Fund,31-05-2016,1810868,10.55,11,5716.46,0.37,5.76,7.9
Mutual Fund,31-01-2012,1493268,10.3,4,12115.88,0.14,7.65,6.3
Mutual Fund,31-01-2015,762535,10.51,6,29014.51,0.42,5.19,6.3
Mutual Fund,31-08-2022,626547,10.4,4,21252.44,0.1,7,13.5
Mutual Fund,30-06-2018,777607,11.44,2,13256.49,0.4,4.92,7.9
Mutual Fund,31-08-2014,1504023,10.58,12,11286.69,0.07,7.03,5.7
Mutual Fund,31-01-2017,1389112,10.55,11,6950.43,0.38,3.17,7.1
Mutual Fund,30-04-2015,471269,9.66,8,6942.63,0.14,4.87,7.4
Mutual Fund,31-08-2019,563499,10.37,12,21729.36,0.12,3.28,5
Mutual Fund,31-12-2017,1360516,10.02,4,11150.84,0.17,5.21,6.7
Mutual Fund,31-07-2022,1112839,10.15,6,7584.94,0.13,6.71,9
Mutual Fund,31-12-2022,1739898,9.97,17,7922.52,0.21,5.72,5.1
Mutual Fund,31-08-2014,1869212,11.21,1,7660.03,0.1,7.03,5.7
Mutual Fund,31-05-2014,1862025,10.58,8,17467.99,0.13,8.33,4.6
Mutual Fund,31-03-2020,1316834,11.21,3,17239.95,0.14,5.84,4.1
Mutual Fund,31-12-2021,13024,10.69,8,26153.18,0.4,5.66,6.2
Mutual Fund,30-09-2013,977456,11.63,13,12147.64,0.48,11.2,4.6
Mutual Fund,31-08-2022,702845,10.25,16,34012.86,0.12,7,13.5
Mutual Fund,31-07-2013,663963,9.98,4,21563.6,0.19,10.6,4.5
Mutual Fund,31-10-2020,464190,9.57,12,28218.22,0.2,7.61,-10
Mutual Fund,31-07-2018,32730,10.91,1,3529.51,0.43,4.17,8
Mutual Fund,31-05-2019,348943,10.14,7,31396.59,0.14,3.05,5.8
Mutual Fund,31-01-2022,1938640,10.67,1,19762.11,0.31,6.01,5.1
Mutual Fund,30-09-2018,109672,10.14,6,8590.42,0.19,3.17,7.7
Mutual Fund,31-10-2019,1950873,9.94,5,14732.48,0.21,4.62,4.5
Mutual Fund,31-05-2015,131673,9.93,8,4819.64,0.13,5.01,7.5
Mutual Fund,31-03-2022,237519,9.92,17,11231.63,0.5,6.95,4.9
Mutual Fund,31-03-2014,1571437,10.65,9,8332.25,0.15,8.25,4.6
Mutual Fund,28-02-2019,159859,10.73,10,25428.86,0.15,2.57,6.6
Mutual Fund,30-09-2016,729203,10.23,5,36828.88,0.31,4.39,7.2
Mutual Fund,31-12-2014,322225,9.98,1,4875.83,0.08,4.28,6
Mutual Fund,30-04-2021,623955,9.78,6,11043.36,0.46,4.23,0.9
Mutual Fund,30-04-2014,659455,11.32,3,21680.13,0.38,8.48,4.6
Mutual Fund,31-01-2019,1530748,10.58,3,12169.49,0.1,1.97,6.7
Mutual Fund,31-05-2014,497399,9.62,6,14182.26,0.13,8.33,4.6
Mutual Fund,31-07-2016,1503158,9.85,14,10025.14,0.34,6.07,7.3
Mutual Fund,31-05-2014,110534,9.78,1,6235.54,0.1,8.33,4.6
Mutual Fund,31-07-2019,1523077,10.6,3,33465.53,0.07,3.19,5.1
Mutual Fund,30-11-2016,166119,9.57,19,4573.82,0.22,3.63,7.3
Mutual Fund,30-11-2017,801468,11.59,12,8471.5,0.41,4.88,6.3
Mutual Fund,31-03-2017,1192645,9.92,3,7462.08,0.41,3.89,6.7
Mutual Fund,30-09-2016,395847,9.67,18,13574.36,0.07,4.39,7.2
Mutual Fund,31-03-2013,143361,10.44,13,18392.46,0.35,8.3,4.6
Mutual Fund,31-08-2012,681552,11.03,13,3916.79,0.42,10.03,5.5
Mutual Fund,31-07-2016,355169,9.97,13,29523.99,0.01,6.07,7.3
Mutual Fund,30-06-2017,833853,10.15,14,15162.08,0.1,1.46,5.9
Mutual Fund,28-02-2019,583693,10.46,16,28676.62,0.09,2.57,6.6
Mutual Fund,31-05-2015,811754,9.9,6,22229.1,0.48,5.01,7.5
Mutual Fund,31-08-2022,553384,9.74,6,22489.84,0.16,7,13.5
Mutual Fund,30-04-2018,252081,9.76,3,33229.29,0.13,4.58,7.5
Mutual Fund,31-07-2012,461351,10.7,15,8581.14,0.45,9.86,5.3
Mutual Fund,30-09-2013,372363,10.06,4,11084.7,0.5,11.2,4.6
Mutual Fund,31-08-2016,113252,9.67,7,18035.86,0.18,5.05,7.1
Mutual Fund,31-10-2019,423087,10.77,9,28450.15,0.29,4.62,4.5
Mutual Fund,31-03-2013,727245,9.97,15,7690.16,0.36,8.3,4.6
Mutual Fund,31-12-2021,402393,10.65,5,9014.67,0.12,5.66,6.2
Mutual Fund,28-02-2019,604911,10.63,1,20111.14,0.32,2.57,6.6
Mutual Fund,31-05-2016,369817,10.04,6,14634.29,0.41,5.76,7.9
Mutual Fund,31-01-2016,13024,10.47,9,6390.78,0.43,5.69,7.2
Mutual Fund,30-11-2019,554048,11.1,18,10203.63,0.09,5.54,4.5
Mutual Fund,31-12-2017,66060,9.9,4,10717.66,0.37,5.21,6.7
Mutual Fund,31-01-2016,1527943,9.65,15,6337.2,0.18,5.69,7.2
Mutual Fund,30-06-2020,1702637,10.69,4,10146.41,0.05,6.23,1
Mutual Fund,31-07-2021,110494,10.59,6,8186.73,0.38,5.59,10
Mutual Fund,31-05-2013,1055851,9.92,6,11071.26,0.44,9.4,4.8
Mutual Fund,31-05-2013,1917739,10.49,1,10460.27,0.23,9.4,4.8
Mutual Fund,28-02-2018,964057,10.06,7,28952.93,0.22,4.44,7.2
Mutual Fund,31-08-2012,1727264,11.12,1,20413.12,0.16,10.03,5.5
Mutual Fund,31-03-2022,1460144,10.19,20,13449.18,0.45,6.95,4.9
Mutual Fund,31-07-2016,1080249,10.47,4,23796.69,0.09,6.07,7.3
Mutual Fund,31-05-2015,1975639,10.7,12,10452.05,0.23,5.01,7.5
Mutual Fund,29-02-2016,834119,9.74,3,10632.5,0.39,5.26,7.3
Mutual Fund,31-05-2015,1744346,11.08,15,14888.95,0.15,5.01,7.5
Mutual Fund,31-08-2022,230456,10.43,16,11586.88,0.12,7,13.5
Mutual Fund,30-11-2016,620272,11.07,6,26025.98,0.42,3.63,7.3
Mutual Fund,31-12-2021,13024,10.69,2,9185.35,0.46,5.66,6.2
Mutual Fund,31-08-2021,1975639,10.12,13,13040.75,0.08,5.3,20.1
Mutual Fund,31-10-2017,456556,10.58,4,28881.71,0.07,3.58,6.1
Mutual Fund,31-05-2014,820142,10.4,3,15893.68,0.36,8.33,4.6
Mutual Fund,30-09-2016,992392,10.49,2,25542.15,0.41,4.39,7.2
Mutual Fund,31-05-2021,1273325,10.65,15,15469.16,0.49,6.3,1.6
Mutual Fund,31-07-2019,1913033,10.67,5,17607.68,0.16,3.19,5.1
Mutual Fund,31-10-2020,259032,10.11,3,35060.32,0.2,7.61,-10
Mutual Fund,30-09-2015,452521,9.92,6,7542.17,0.17,4.41,7.2
Mutual Fund,31-12-2014,1244999,10.31,1,29008.17,0.17,4.28,6
Mutual Fund,30-06-2012,830732,9.73,14,12088.58,0.5,9.93,5.4
Mutual Fund,30-11-2015,159790,9.94,8,11530.01,0.47,5.41,7.4
Mutual Fund,28-02-2021,680713,11.31,3,10381.84,0.06,5.03,0.4
Mutual Fund,31-12-2021,1599888,11.32,1,3201.4,0.17,5.66,6.2
Mutual Fund,31-08-2016,1378373,9.68,7,26244.64,0.15,5.05,7.1
Mutual Fund,31-08-2020,584816,10.01,1,19058.39,0.28,6.69,-23.9
Mutual Fund,31-05-2017,325974,10.29,15,27766.45,0.08,2.18,6.1
Mutual Fund,31-10-2020,1506853,10.53,5,13636.12,0.36,7.61,-10
Mutual Fund,30-06-2017,1975639,10.22,1,5092.33,0.07,1.46,5.9
Mutual Fund,31-07-2021,1168358,10.17,4,14375.57,0.31,5.59,10
Mutual Fund,31-01-2018,514995,9.9,15,26678.33,0.01,5.07,7
Mutual Fund,31-12-2019,749293,10.9,2,12139.92,0.13,7.75,4.6
Mutual Fund,30-06-2019,497983,10.53,5,22842.8,0.07,3.18,5.3
Mutual Fund,31-10-2019,936092,9.92,18,8605.77,0.09,4.62,4.5
Mutual Fund,31-08-2016,13024,11.21,16,12353.91,0.16,5.05,7.1
Mutual Fund,30-11-2014,306414,9.75,10,21897.62,0.1,3.27,5.3
Mutual Fund,30-06-2016,1369485,10.11,3,12624.71,0.5,5.77,7.5
Mutual Fund,31-05-2012,479137,9.96,8,15959.3,0.05,10.36,5.3
Mutual Fund,31-07-2014,1369939,10.12,2,24057.68,0.21,7.39,5
Mutual Fund,31-07-2022,215575,10.07,16,13376.24,0.23,6.71,9
Mutual Fund,31-03-2014,13024,10.27,2,24486.21,0.34,8.25,4.6
Mutual Fund,31-01-2021,1975639,11.63,5,22149.39,0.43,4.06,-1
Mutual Fund,30-04-2018,1450176,10.57,7,17347.65,0.26,4.58,7.5
Mutual Fund,31-07-2014,1631976,9.84,15,18201,0.11,7.39,5
Mutual Fund,30-09-2016,929588,9.87,8,23434.28,0.37,4.39,7.2
Mutual Fund,30-04-2016,990667,11.39,4,6581.89,0.16,5.47,7.7
Mutual Fund,31-10-2018,583578,9.82,18,22081.64,0.28,3.38,7.3
Mutual Fund,31-07-2014,915992,10.54,6,8550.17,0.15,7.39,5
Mutual Fund,30-09-2017,487948,10.26,14,8762.09,0.17,2.28,6
Mutual Fund,31-03-2015,742931,9.8,13,24419.85,0.12,5.25,7.4
Mutual Fund,30-11-2012,1929954,10.82,3,8735.46,0.12,9.9,5.3
Mutual Fund,31-08-2022,1541104,10.4,15,13613.54,0.07,7,13.5
Mutual Fund,31-10-2014,703896,9.95,14,17733.53,0.06,4.62,5.3
Mutual Fund,31-12-2012,13024,9.85,7,13021.13,0.46,10.56,5.1
Mutual Fund,30-11-2012,1975639,9.51,1,17220,0.07,9.9,5.3
Mutual Fund,31-07-2015,707517,10.9,12,6013.43,0.11,3.69,7.1
Mutual Fund,31-07-2020,490552,9.76,4,23105.7,0.09,6.73,-15
Mutual Fund,30-04-2018,1901089,10.01,2,26604.12,0.31,4.58,7.5
Mutual Fund,31-07-2019,708162,9.98,2,11385.92,0.21,3.19,5.1
Mutual Fund,30-09-2012,269537,10.14,2,20288.41,0.15,9.73,5.4
Mutual Fund,30-06-2012,1867776,9.77,16,25078.14,0.49,9.93,5.4
Mutual Fund,28-02-2014,427574,9.89,1,14932.12,0.09,7.88,4.7
Mutual Fund,30-11-2017,530560,10.52,5,20531.71,0.15,4.88,6.3
Mutual Fund,31-07-2018,732015,9.81,6,17377.42,0.14,4.17,8
Mutual Fund,31-05-2017,1762894,11.04,6,22778.41,0.44,2.18,6.1
Mutual Fund,30-11-2020,1704943,10.73,5,11598.9,0.41,6.93,-7.5
Mutual Fund,31-08-2016,579266,10.31,4,20925.97,0.35,5.05,7.1
Mutual Fund,31-05-2021,1121774,10.65,4,13269.92,0.5,6.3,1.6
Mutual Fund,30-09-2022,252219,10.59,4,12672.87,0.11,7.41,9
Mutual Fund,31-10-2021,311674,10.66,13,10361.87,0.44,4.48,13
Mutual Fund,30-06-2018,682692,10.59,6,13358.98,0.04,4.92,7.9
Mutual Fund,30-09-2012,121268,10.46,5,12188.58,0.5,9.73,5.4
Mutual Fund,31-05-2018,1464912,10.54,16,10541.24,0.06,4.87,7.7
Mutual Fund,31-03-2016,1906545,10.4,2,28134.86,0.08,4.83,7.5
Mutual Fund,30-11-2021,1217703,10.42,1,15471.94,0.12,4.91,8.4
Mutual Fund,31-08-2017,877700,10.73,6,19795.8,0.12,2.28,5.7
Mutual Fund,30-06-2016,173406,10.62,3,23603.39,0.09,5.77,7.5
Mutual Fund,31-05-2014,1828150,10.43,16,23993.7,0.17,8.33,4.6
Mutual Fund,30-06-2012,678565,9.74,4,7112.21,0.45,9.93,5.4
Mutual Fund,30-11-2016,1667824,10.5,2,10595.78,0.12,3.63,7.3
Mutual Fund,30-09-2016,420656,10.58,2,8052.07,0.13,4.39,7.2
Mutual Fund,30-04-2012,163876,10.45,7,33118.13,0.4,10.26,5.7
Mutual Fund,30-11-2013,153148,10.18,9,8979.52,0.1,10.3,4.8
Mutual Fund,31-03-2015,894460,10.64,1,9212.6,0.2,5.25,7.4
Mutual Fund,31-08-2013,1537971,10.16,1,28220.39,0.3,10.6,4.4
Mutual Fund,30-11-2017,739203,10.52,2,10125.21,0.27,4.88,6.3
Mutual Fund,31-10-2012,840152,10.28,9,26275.09,0.37,9.75,5.4
Mutual Fund,31-01-2019,1016099,10.07,5,6773.63,0.38,1.97,6.7
Mutual Fund,30-06-2012,1269995,11.36,3,3251,0.41,9.93,5.4
Mutual Fund,30-11-2012,1814560,10.06,13,13734.14,0.15,9.9,5.3
Mutual Fund,31-01-2015,1486886,10.81,4,13302.19,0.45,5.19,6.3
Mutual Fund,31-12-2018,1011185,10.62,11,10642.97,0.35,2.11,6.9
Mutual Fund,30-11-2013,1033240,10.68,7,16548.07,0.11,10.3,4.8
Mutual Fund,30-09-2015,1167674,10.97,1,11006.66,0.18,4.41,7.2
Mutual Fund,31-03-2012,1975639,10.17,1,10733.67,0.1,9.47,5.9
Mutual Fund,30-09-2018,570873,10.33,4,12823.1,0.38,3.17,7.7
Mutual Fund,30-04-2013,50143,10.14,15,27889.93,0.13,9.6,4.7
Mutual Fund,31-10-2012,879146,9.94,17,21078.79,0.12,9.75,5.4
Mutual Fund,31-10-2012,894298,10.6,6,25701.11,0.35,9.75,5.4
Mutual Fund,31-03-2017,379766,9.74,6,31632.19,0.15,3.89,6.7
Mutual Fund,31-10-2013,519628,11.54,6,12375.22,0.08,12.2,4.7
Mutual Fund,29-02-2012,558339,10.04,1,8994.82,0.42,8.83,6.1
Mutual Fund,31-10-2016,1445137,10.06,5,15045.8,0.07,4.2,7.3
Mutual Fund,31-03-2015,1284666,10.03,9,15125.32,0.14,5.25,7.4
Mutual Fund,31-01-2012,675629,10,6,17836.21,0.39,7.65,6.3
Mutual Fund,31-01-2022,670885,9.61,16,28171.42,0.42,6.01,5.1
Mutual Fund,31-01-2022,247443,10.07,16,23169.96,0.1,6.01,5.1
Mutual Fund,31-05-2012,1428160,10.16,5,9600.73,0.1,10.36,5.3
Mutual Fund,31-08-2020,1461044,9.93,12,11734.87,0.01,6.69,-23.9
Mutual Fund,30-04-2019,1736763,10.07,3,20283.33,0.03,2.99,6.1
Mutual Fund,31-12-2015,833244,10.42,4,15007.46,0.16,5.62,7.3
Mutual Fund,31-08-2017,816536,10.4,11,16808.96,0.04,2.28,5.7
Mutual Fund,31-01-2016,913769,9.72,11,11955.11,0.46,5.69,7.2
Mutual Fund,31-12-2022,414680,10.36,2,9357.84,0.1,5.72,5.1
Mutual Fund,31-01-2015,697052,9.89,13,19740.91,0.12,5.19,6.3
Mutual Fund,31-01-2020,1191731,10.17,7,28285.13,0.1,7.59,4.7
Mutual Fund,30-04-2016,426833,10.12,3,20501.73,0.05,5.47,7.7
Mutual Fund,30-09-2020,986165,9.78,14,27466.01,0.11,7.27,-15
Mutual Fund,30-06-2019,317500,10.63,15,33082.52,0.4,3.18,5.3
Mutual Fund,30-06-2014,1754971,10.78,19,27027.35,0.1,6.77,4.8
Mutual Fund,31-12-2014,1613156,10.47,2,13465.68,0.15,4.28,6
Mutual Fund,30-09-2021,335129,9.94,17,12631.58,0.13,4.35,15
Mutual Fund,31-12-2016,248556,11.49,1,12012.35,0.32,3.41,7.1
Mutual Fund,31-08-2019,438577,9.7,17,12589.57,0.5,3.28,5
Mutual Fund,30-11-2014,831446,9.87,12,29907.47,0.11,3.27,5.3
Mutual Fund,30-09-2018,1471213,10.11,17,24006.65,0.38,3.17,7.7
Mutual Fund,31-08-2015,154750,9.91,6,15894.84,0.13,3.74,7
Mutual Fund,30-06-2021,1204729,10.6,19,27549.23,0.14,6.26,3
Mutual Fund,28-02-2017,605386,10.48,17,21428.55,0.19,3.65,7
Mutual Fund,30-06-2019,332253,9.82,6,13394.35,0.46,3.18,5.3
Mutual Fund,31-05-2015,1188279,10.16,11,5113.62,0.44,5.01,7.5
Mutual Fund,31-07-2013,359463,10.79,17,16021.11,0.14,10.6,4.5
Mutual Fund,31-10-2018,1531710,9.82,15,11916.61,0.09,3.38,7.3
Mutual Fund,31-07-2014,533378,10.62,15,9220.18,0.09,7.39,5
Mutual Fund,31-01-2012,885131,10.29,4,7045.48,0.19,7.65,6.3
Mutual Fund,31-07-2019,1026023,11.29,2,8782.79,0.38,3.19,5.1
Mutual Fund,31-10-2015,712874,10.55,8,7684.95,0.4,5,7.4
Mutual Fund,30-06-2014,1610530,10.81,1,13766.09,0.29,6.77,4.8
Mutual Fund,31-12-2019,1267766,10.21,8,17311.05,0.38,7.75,4.6
Mutual Fund,31-10-2015,705523,9.86,4,12860.75,0.11,5,7.4
Mutual Fund,31-05-2015,373771,9.46,8,7595.61,0.17,5.01,7.5
Mutual Fund,31-01-2013,868977,11.63,5,15329.37,0.37,8.6,4.9
Mutual Fund,30-04-2018,446009,10.75,9,12843.96,0.41,4.58,7.5
Mutual Fund,31-07-2014,703843,10.72,9,11119.8,0.01,7.39,5
Mutual Fund,30-06-2019,686324,9.7,4,22834.56,0.42,3.18,5.3
Mutual Fund,31-10-2019,423960,9.87,14,8752.85,0.5,4.62,4.5
Mutual Fund,31-08-2020,596393,10.79,6,21418.05,0.43,6.69,-23.9
Mutual Fund,30-11-2014,13024,9.64,14,9119.58,0.43,3.27,5.3
Mutual Fund,30-04-2020,1564844,10.56,3,2943.96,0.25,7.22,3.7
Mutual Fund,31-01-2017,1150466,11.02,1,12940.83,0.32,3.17,7.1
Mutual Fund,31-05-2015,937273,9.92,1,13871.4,0.38,5.01,7.5
Mutual Fund,30-11-2012,1349532,11.33,6,29053.36,0.07,9.9,5.3
Mutual Fund,30-09-2017,474534,10.11,1,30876.42,0.37,2.28,6
Mutual Fund,31-07-2020,715681,11.28,3,8414.4,0.11,6.73,-15
Mutual Fund,31-03-2015,1336440,10.24,3,12294.42,0.46,5.25,7.4
Mutual Fund,31-10-2022,1510354,10.92,6,11003.26,0.28,6.77,7
Mutual Fund,30-11-2022,323606,10.5,10,10020.96,0.14,5.88,6.3
