Investment type,Transaction date,Investment amount,Closing price,Holding period,Transaction fees,Market volatility,Inflation Rate,GDP Rate
Gold,29-02-2016,1134179,25924.00,6,20868.49,0.34,8.25,4.6
Gold,30-09-2017,1990090,27794.00,1,26272.6,0.79,5.19,6.3
Gold,30-04-2016,1878125,30116.00,1,67756.58,0.79,4.88,6.3
Gold,30-04-2019,550693,30423.00,8,35879.46,0.24,5.3,20.1
Gold,30-04-2022,120845,27151.00,6,13430.5,0.32,10.56,5.1
Gold,31-01-2016,234980,31120.00,3,49511.78,0.5,5.59,10
Gold,31-03-2015,1990090,38842.00,3,78120.55,0.45,3.63,7.3
Gold,31-12-2016,1108017,27794.00,8,71108.95,0.45,3.19,5.1
Gold,31-12-2022,1264282,51809.00,7,27963.05,0.13,4.28,6
Gold,31-03-2021,1635005,25853.00,1,27938.97,0.72,6.58,4.7
Gold,31-08-2012,1042478,24789.00,1,53470.71,0.7,10.5,4.6
Gold,31-01-2018,415050,29372.00,2,51595.24,0.2,6.77,7
Gold,31-10-2016,1990090,38999.00,1,65612.32,0.66,2.33,7.1
Gold,31-01-2012,1434376,27700.00,2,61988.96,0.48,7.9,4.5
Gold,31-07-2019,1156891,28040.00,1,65167.64,0.61,9.47,5.9
Gold,31-10-2021,1397881,28610.00,6,30562.5,0.77,2.57,6.6
Gold,31-10-2012,1215935,38842.00,2,63636.1,0.09,4.39,7.2
Gold,30-11-2018,773938,29063.00,8,39390.88,0.56,3.38,7.3
Gold,31-03-2018,57133,44647.00,5,21334.11,0.18,5.69,7.2
Gold,31-12-2019,1990090,32131.00,3,75855.13,0.51,6.93,-7.5
Gold,30-06-2012,438593,28078.00,1,70349.66,0.21,3.27,5.3
Gold,31-03-2016,1096860,25714.00,8,57083.6,0.61,10.5,4.6
Gold,31-01-2021,558039,30947.00,2,36617.67,0.29,5.41,7.4
Gold,28-02-2019,571956,26473.00,7,42419.96,0.74,10.03,5.5
Gold,31-12-2022,92465,31115.00,8,34684.66,0.02,5.47,7.7
Gold,31-12-2019,1554616,26994.00,7,67148.06,0.72,5.41,7.4
Gold,31-05-2021,464063,28341.00,4,6742.67,0.55,5.62,7.3
Gold,30-06-2021,942481,27733.00,1,58740.19,0.43,3.99,4.7
Gold,31-12-2022,1423042,50530.00,3,44614.16,0.42,5.07,7
Gold,31-10-2016,294486,46431.00,6,13074.38,0.11,5.54,4.5
Gold,31-05-2017,315633,29513.00,8,29735.22,0.46,5.84,4.1
Gold,31-05-2022,1129562,28588.00,1,37800.08,0.77,3.19,5.1
Gold,31-05-2020,879252,26709.00,8,34354.31,0.73,5.77,7.5
Gold,31-07-2020,889496,51809.00,7,16941.6,0.7,4.06,-1
Gold,31-07-2020,416681,29592.00,9,34181.7,0.32,4.83,7.5
Gold,31-08-2017,1166656,33431.00,1,79603.6,0.31,5.84,4.1
Gold,31-08-2020,349769,29328.00,1,62977.9,0.59,7.04,4.1
Gold,31-05-2017,300686,47840.00,5,20530.04,0.78,7.9,4.5
Gold,30-06-2012,585195,31703.00,2,72306.13,0.02,6.93,-7.5
Gold,30-09-2012,978785,30057.00,7,74602.75,0.18,7.65,6.3
Gold,31-10-2016,362133,31221.00,7,18882.8,0.59,3.69,8.2
Gold,30-09-2015,811922,41012.00,1,32655.28,0.79,5.52,0.6
Gold,30-09-2014,619131,26866.00,1,48276.54,0.21,10.26,5.7
Gold,31-12-2022,344392,29549.00,3,29573.96,0.68,3.17,7.1
Gold,31-01-2014,315666,29777.00,8,37138.6,0.59,4.28,7.3
Gold,31-08-2017,1487149,29469.00,8,79603.6,0.7,9.75,5.4
Gold,31-05-2018,360466,38300.00,7,34919.33,0.58,6.71,9
Gold,31-03-2019,900899,30634.00,3,4570.64,0.44,7.79,4.9
Gold,30-09-2013,249656,44418.00,1,41240.45,0.13,5.21,6.7
Gold,28-02-2015,1990090,47901.00,1,70102.73,0.48,5.3,20.1
Gold,30-04-2020,939576,54779.00,4,63184.57,0.61,2.11,6.9
Gold,31-07-2014,805240,28341.00,9,71133.1,0.6,4.17,8
Gold,28-02-2018,308673,47901.00,8,21499.05,0.56,10.3,4.8
Gold,30-06-2019,57133,25114.00,7,41267.28,0.5,7.79,4.9
Gold,31-01-2017,1456555,30138.00,2,68904.96,0.24,6.77,7
Gold,28-02-2017,1052721,33947.00,8,49869.07,0.74,10.6,4.5
Gold,31-03-2020,1794652,24952.00,3,22002.35,0.64,9.75,5.4
Gold,30-06-2012,1291859,30426.00,5,28449.56,0.65,4.2,7.3
Gold,30-06-2012,1092675,53582.00,6,42265.82,0.44,5.54,4.5
Gold,30-11-2021,1802762,47898.00,4,36727.71,0.28,8.83,6.1
Gold,31-01-2017,1387547,31141.00,2,22003.21,0.36,10.6,4.8
Gold,30-11-2013,1218574,29372.00,7,52688.67,0.23,8.33,4.6
Gold,31-10-2020,1504655,28992.00,6,59468.16,0.41,5,7.4
Gold,30-06-2019,57133,26540.00,2,36061.55,0.65,3.41,7.1
Gold,31-08-2015,691009,36873.00,1,73998.6,0.64,7.41,9
Gold,31-10-2020,627659,29777.00,8,63229.07,0.3,6.58,4.7
Gold,31-05-2012,688531,31221.00,8,30862.72,0.23,9.6,4.7
Gold,30-06-2021,665598,29063.00,1,58395.51,0.16,7.59,4.7
Gold,30-11-2019,822146,46817.00,6,13658.37,0.28,4.87,7.4
Gold,28-02-2013,474961,46431.00,6,69512.29,0.58,6.27,3.1
Gold,28-02-2018,57133,28992.00,2,69855.46,0.61,10.36,5.3
Gold,31-07-2017,1412541,33947.00,6,56319.15,0.18,12.2,4.7
Gold,31-07-2017,1033376,46431.00,4,22170.08,0.52,10.6,4.5
Gold,31-08-2021,934808,31115.00,6,33623.14,0.59,3.58,6.1
Gold,30-06-2019,515486,33100.00,4,44237.76,0.55,5.62,7.3
Gold,29-02-2016,960359,29549.00,2,18392.72,0.54,8.6,4.9
Gold,31-05-2021,1141814,38300.00,6,45591.17,0.46,2.86,6.3
Gold,31-03-2018,633697,50029.00,10,61958.08,0.23,5.72,5.1
Gold,31-10-2022,658879,29382.00,8,66179.59,0.7,7.22,3.7
Gold,31-07-2017,422629,28470.00,1,17895.63,0.6,4.23,0.9
Gold,30-11-2019,1182745,49111.00,1,68058.73,0.03,3.17,7.7
Gold,30-04-2017,1668133,31115.00,4,66422.18,0.55,3.28,5
Gold,30-04-2021,674437,33431.00,1,79603.6,0.35,6.26,3
Gold,30-11-2012,1485508,31489.00,2,77842.76,0.63,6.93,-7.5
Gold,31-10-2022,1990090,31625.00,4,64036.65,0.72,5.25,7.4
Gold,31-10-2021,663349,50641.00,1,31475.89,0.25,7.03,5.7
Gold,31-12-2018,358297,29372.00,1,42699.15,0.16,5.25,7.4
Gold,31-05-2020,399996,32902.00,2,62056.4,0.41,5.4,7.3
Gold,30-09-2022,627975,50081.00,7,59708.19,0.68,5.54,4.5
Gold,31-08-2014,57133,25114.00,9,28659.33,0.27,6.23,1
Gold,31-12-2019,265245,30634.00,2,33534.04,0.32,6.73,-15
Gold,31-08-2019,1045346,32131.00,8,29241.29,0.51,5.03,0.4
Gold,31-10-2022,1200473,30814.00,7,25972.96,0.31,7,13.5
Gold,31-08-2013,566289,29756.00,5,54510.25,0.29,4.2,7.3
Gold,30-11-2017,358921,30856.00,4,20612.75,0.75,5.54,4.5
Gold,30-04-2019,444476,32131.00,2,57045.45,0.6,6.69,-23.9
Gold,30-04-2012,429972,31115.00,2,24627.42,0.65,8.3,4.6
Gold,31-01-2022,57133,29172.00,7,61050.82,0.19,7.03,5.7
Gold,29-02-2012,1133006,32131.00,2,55123.08,0.66,8.25,4.6
Gold,31-01-2020,57133,47439.00,8,62942.29,0.58,5.66,6.2
Gold,31-08-2018,636663,37961.00,1,18221.49,0.47,3.17,7.7
Gold,30-06-2021,336215,32131.00,8,73880.46,0.73,6.69,-23.9
Gold,30-06-2017,231982,26908.00,1,22569.51,0.08,3.69,7.1
Gold,31-05-2022,706302,25803.00,3,50685.85,0.77,1.46,5.9
Gold,31-05-2018,1732141,31221.00,5,23457.48,0.55,6.07,7.3
Gold,31-12-2017,1634614,31120.00,9,13734.7,0.64,5.05,7.1
Gold,31-03-2021,60505,28428.00,5,7544.56,0.78,9.47,5.9
Gold,31-10-2016,1670022,50924.00,5,31480.72,0.66,2.86,6.3
Gold,31-08-2017,104930,33947.00,8,8568.23,0.79,12.2,4.7
Gold,30-06-2017,612535,51099.00,4,55116.13,0.53,10.6,4.5
Gold,31-08-2022,636043,24952.00,1,75242.85,0.58,9.93,5.4
Gold,30-04-2012,361550,30582.00,1,57429.15,0.22,2.28,5.7
Gold,30-11-2021,371921,46431.00,4,20075.81,0.71,6.26,3
Gold,31-05-2022,993807,30363.00,9,20224.5,0.63,5.21,6.7
Gold,31-03-2013,1990090,27733.00,3,67308.94,0.46,2.11,6.9
Gold,30-06-2019,1057870,30479.00,9,60391.92,0.45,6.01,5.1
Gold,31-07-2012,795308,30856.00,4,52591.55,0.53,10.56,5.1
Gold,30-11-2016,1628457,29592.00,4,42767.36,0.4,4.48,13
Gold,30-11-2021,1460546,30947.00,2,64061.47,0.74,8.83,6.1
Gold,31-05-2020,510160,31229.00,4,49175.13,0.16,3.38,7.3
Gold,30-11-2012,1091598,26301.00,7,10603.6,0.68,2.18,6.1
Gold,31-01-2019,833617,45569.00,8,39471.97,0.55,4.59,-3
Gold,31-12-2016,744542,31141.00,1,43127.18,0.55,7.79,4.9
Gold,30-11-2019,1634058,28470.00,2,72142.98,0.08,7.65,6.3
Gold,31-08-2016,453377,34714.00,2,38331.87,0.44,1.46,5.9
Gold,30-09-2017,1538174,51099.00,7,79603.6,0.61,3.17,7.7
Gold,30-11-2019,550099,31099.00,2,38873.71,0.61,9.75,5.4
Gold,29-02-2016,1086782,33100.00,4,16901.92,0.19,5.72,5.1
Gold,30-09-2022,1990090,33100.00,9,26980.04,0.79,6.95,4.9
Gold,31-12-2016,912597,41763.00,9,59930.08,0.57,4.17,8
Gold,30-11-2020,844798,28905.00,2,18571.15,0.75,4.87,7.7
Gold,29-02-2016,948584,44418.00,4,29300.21,0.6,9.6,4.7
Gold,31-10-2012,851650,31489.00,2,6061.42,0.12,2.86,6.3
Gold,31-12-2017,1344534,29382.00,5,19910.85,0.43,4.83,7.5
Gold,31-12-2022,726885,30856.00,6,9094.71,0.32,7.75,4.6
Gold,31-07-2018,395815,46858.00,1,13831.27,0.45,7.59,4.7
Gold,30-09-2019,1148271,29372.00,7,10439.45,0.25,10.26,5.7
Gold,30-04-2016,442055,31120.00,1,34972.41,0.56,4.2,7.3
Gold,29-02-2016,1403455,38300.00,9,59799.7,0.19,10.36,5.3
Gold,31-12-2016,1252934,37961.00,7,25283.31,0.02,9.73,5.4
Gold,29-02-2012,689211,38999.00,9,42349.75,0.25,5.63,5.5
Gold,31-01-2020,670455,25803.00,7,16236.22,0.29,5.69,7.2
Gold,31-03-2020,673488,50641.00,3,23129.62,0.41,2.57,6.6
Gold,31-10-2021,1203735,28341.00,3,68184.11,0.3,4.48,13
Gold,31-01-2020,575651,47840.00,1,35589.95,0.73,10.56,5.1
Gold,30-11-2016,693715,47901.00,2,18438.84,0.53,5.84,4.1
Gold,31-08-2017,1148769,33431.00,1,48525.35,0.3,8.25,4.6
Gold,31-07-2012,1419744,31099.00,2,72033.97,0.77,9.9,5.3
Gold,31-08-2020,1321730,25803.00,1,37497.45,0.46,5.59,10
Gold,30-06-2022,825945,33431.00,8,16795.88,0.28,5.01,7.5
Gold,31-01-2022,605962,28428.00,1,40417.28,0.19,4.91,8.4
Gold,30-11-2013,501867,48861.00,1,52146.61,0.54,7,13.5
Gold,31-03-2021,1786681,50641.00,1,41647.6,0.32,6.01,5.1
Gold,30-11-2019,1086101,48807.00,1,64566.29,0.74,3.69,8.2
Gold,31-08-2020,1532679,34714.00,4,45305.89,0.44,1.97,6.7
Gold,31-01-2017,317657,53582.00,5,21181.27,0.65,6.77,4.8
Gold,30-06-2015,116308,31229.00,4,4570.64,0.44,10.36,5.3
Gold,30-06-2020,277757,25803.00,7,18149.73,0.67,2.99,6.3
Gold,31-01-2015,1631670,27794.00,8,54840.4,0.62,5.84,4.1
Gold,30-09-2012,363457,30856.00,1,21383.51,0.42,7.03,5.7
Gold,30-11-2022,926368,26594.00,1,67805.04,0.32,6.01,5.1
Gold,28-02-2013,1746909,28470.00,5,73385.32,0.28,3.63,7.3
Gold,31-12-2016,1965643,51099.00,7,66667.05,0.57,7.75,4.6
Gold,30-06-2018,686822,50924.00,7,10102.05,0.7,2.99,6.1
Gold,30-09-2013,57133,50924.00,7,33800.08,0.46,4.28,6
Gold,31-08-2013,991685,30064.00,7,36260.15,0.72,3.17,7.7
Gold,31-03-2021,980853,50719.00,8,71932.38,0.16,4.28,6
Gold,30-09-2016,1581333,28872.00,6,28972.19,0.74,1.46,5.9
Gold,31-01-2018,563817,28428.00,1,45551.15,0.35,5.21,6.7
Gold,31-10-2015,400957,28441.00,7,29161.45,0.41,3.58,6.1
Gold,28-02-2014,1514308,31141.00,4,62205.01,0.66,7.41,9
Gold,31-01-2020,1064020,45569.00,6,21481.49,0.58,7.03,5.7
Gold,31-12-2014,301726,28470.00,2,26502.67,0.62,8.25,4.6
Gold,30-06-2016,1990090,47994.00,8,78116.33,0.52,7.88,4.7
Gold,30-09-2020,500226,47502.00,6,74477.51,0.48,5.4,7.3
Gold,31-05-2022,264463,38999.00,2,43185.66,0.44,3.05,5.8
Gold,31-12-2015,507355,26593.00,7,10798.59,0.35,5.4,7.3
Gold,31-10-2015,1170089,38300.00,3,14539.05,0.69,5.41,7.4
Gold,30-11-2013,646024,50232.00,8,38267.41,0.64,5.25,7.4
Gold,31-10-2015,1101365,28341.00,10,15355.74,0.31,4.87,7.4
Gold,31-08-2013,819287,48807.00,2,32470.76,0.55,3.74,7
Gold,31-08-2012,1800442,47994.00,4,79603.6,0.07,3.18,5.3
Gold,31-10-2022,465171,28612.00,7,22445.61,0.12,5.05,7.1
Gold,31-12-2020,1990090,26301.00,4,68282.01,0.62,2.28,6
Gold,31-10-2020,1771509,30138.00,8,51829.21,0.27,3.69,7.1
Gold,31-10-2019,222252,51099.00,2,51929.78,0.36,3.65,7
Gold,30-09-2019,1749435,50719.00,1,31768.03,0.31,5.84,4.1
Gold,30-06-2016,1437456,27911.00,7,43472.58,0.57,2.99,6.1
Gold,31-10-2019,1481242,27733.00,4,60023.71,0.59,7.41,9
Gold,31-03-2016,148569,29513.00,2,58950.09,0.76,8.6,4.9
Gold,30-04-2019,1798995,29482.00,3,53961.81,0.31,5.01,7.5
Gold,31-01-2014,1225814,50530.00,7,53200.82,0.1,12.2,4.7
Gold,31-01-2012,1239770,45569.00,3,72001.25,0.53,3.63,7.3
Gold,30-06-2014,151442,27733.00,7,32654.88,0.79,6.07,5.4
Gold,31-12-2012,1967624,27700.00,2,79603.6,0.75,5,7.4
Gold,31-10-2013,557616,28612.00,2,46723.3,0.21,3.63,7.3
Gold,30-11-2016,1919453,50081.00,4,63274.91,0.72,6.95,4.9
Gold,31-05-2012,338167,30851.00,1,49128.74,0.52,6.71,9
Gold,28-02-2022,711316,26709.00,1,32755.08,0.32,8.48,4.6
Gold,30-11-2017,57133,30116.00,9,15278.03,0.37,2.86,6.3
Gold,31-05-2021,1856452,29756.00,6,44699.74,0.02,5.54,4.5
Gold,30-09-2016,1990090,30057.00,1,52121.51,0.28,2.36,5.7
Gold,30-09-2013,1232555,47994.00,3,66972.83,0.6,5.52,0.6
Gold,30-11-2014,1827881,29063.00,3,42834.8,0.56,5.01,7.5
Gold,31-01-2019,1608544,53582.00,1,52205.07,0.64,11.2,4.6
Gold,30-09-2020,984416,31625.00,2,17391.76,0.19,4.39,7.2
Gold,31-01-2018,57133,29172.00,8,19045.69,0.63,4.48,13
Gold,31-10-2012,413933,29172.00,8,50199.9,0.7,5.01,7.5
Gold,29-02-2020,422441,44647.00,10,79603.6,0.39,7.41,9
Gold,31-12-2013,488656,31141.00,4,23189.64,0.7,4.28,6
Gold,30-06-2016,1908332,28610.00,7,22638.66,0.46,5.3,20.1
Gold,31-01-2019,1648197,46817.00,3,31459.94,0.3,7.01,7
Gold,31-10-2021,57133,30814.00,9,30973.65,0.26,5.88,6.3
Gold,31-08-2020,57133,46431.00,7,40676.47,0.42,10.56,5.1
Gold,28-02-2022,1589814,30057.00,1,41717.26,0.64,7.22,3.7
Gold,30-04-2013,57133,31229.00,6,18843.27,0.32,7.59,4.7
Gold,31-08-2020,1393183,30634.00,1,65987.29,0.63,3.38,7.3
Gold,30-09-2021,482119,31141.00,5,54770.93,0.27,10.26,5.7
Gold,31-05-2015,564957,50232.00,1,4570.64,0.24,10.6,4.8
Gold,31-03-2017,1718628,27794.00,2,22365.67,0.16,7.27,-15
Gold,31-12-2012,1219210,38842.00,8,23814.07,0.66,8.33,4.6
Gold,30-11-2017,57133,28428.00,5,60380.57,0.34,8.6,4.7
Gold,31-12-2020,304958,28078.00,4,24880.33,0.77,9.73,5.4
Gold,31-12-2022,1529145,26540.00,1,72360.11,0.45,3.17,7.7
Gold,30-11-2019,57133,30856.00,8,21062.87,0.53,2.36,5.7
Gold,30-04-2014,1543025,28470.00,4,79603.6,0.58,6.71,9
Gold,31-03-2012,57133,26061.00,3,55183.29,0.34,6.27,3.1
Gold,30-11-2018,281118,28428.00,3,37976.07,0.19,5.62,7.3
Gold,31-07-2017,487807,51099.00,6,69711.26,0.7,3.58,6.1
Gold,30-11-2019,1383772,30363.00,1,75338.99,0.58,9.86,5.3
Gold,30-11-2015,1752135,28441.00,4,42743.23,0.71,4.58,7.5
Gold,31-03-2017,297517,46817.00,8,35740.17,0.7,7.03,5.7
Gold,31-07-2016,57133,45569.00,7,16245.43,0.25,7.03,5.7
Gold,31-12-2015,628656,28470.00,5,34197.19,0.02,2.99,6.3
Gold,30-11-2013,342535,30479.00,2,55964.5,0.71,6.73,-15
Gold,30-11-2013,1520211,31703.00,6,26115.84,0.32,4.2,7.3
Gold,30-09-2022,1858722,24952.00,5,76979.47,0.71,4.35,15
Gold,30-09-2013,727851,51633.00,7,76369.27,0.63,5.59,10
Gold,30-04-2014,557987,27794.00,5,27980.97,0.63,4.2,7.3
Gold,30-09-2015,1482604,29909.00,2,60797.05,0.65,3.18,5.3
Gold,30-04-2015,247500,48807.00,7,38130.92,0.24,10.6,4.4
Gold,28-02-2019,930986,31014.00,1,7448.54,0.49,5.59,10
Gold,31-03-2022,538482,48807.00,1,43692.34,0.09,7.27,-15
Gold,30-09-2021,1990090,29372.00,6,71869.05,0.57,3.58,6.1
Gold,30-09-2021,1574342,50530.00,5,57874.4,0.64,5.01,7.5
Gold,30-06-2020,317048,44647.00,3,29048.56,0.59,3.38,7.3
Gold,30-06-2022,786971,27151.00,3,31045.64,0.74,7,13.5
Gold,31-08-2016,968317,26594.00,2,5533.6,0.54,1.97,6.7
Gold,31-05-2012,1990090,31014.00,1,20438.84,0.55,3.18,5.3
Gold,31-07-2021,1990090,28588.00,3,31112.22,0.44,4.87,7.7
Gold,30-04-2015,1777028,38300.00,7,39972.12,0.31,7.75,4.6
Gold,31-12-2018,864972,27151.00,2,23479.2,0.06,5.05,7.1
Gold,31-01-2018,57133,28588.00,1,15743.8,0.19,2.11,6.9
Gold,31-01-2021,277329,28470.00,7,11879.33,0.66,9.86,5.3
Gold,31-07-2012,451108,41763.00,9,52980.48,0.47,4.06,-1
Gold,31-05-2014,1233261,33947.00,2,23349.48,0.76,3.28,5
Gold,31-12-2022,591907,31489.00,3,16096.89,0.02,4.92,7.9
Gold,31-07-2016,373291,51365.00,7,28130.73,0.46,1.46,5.9
Gold,31-12-2015,1752610,30582.00,1,43356.56,0.51,8.3,4.6
Gold,30-11-2013,357311,29172.00,7,66403.09,0.02,3.99,4.7
Gold,31-05-2019,1765315,30186.00,1,64887.17,0.26,4.91,8.4
Gold,30-11-2018,1135267,48807.00,8,32061.52,0.51,3.69,7.1
Gold,31-07-2021,89958,49111.00,6,27653.82,0.37,5.01,7.5
Gold,30-04-2016,1138107,33947.00,2,74678.64,0.58,4.62,5.3
Gold,31-10-2020,1223678,26593.00,1,75199.54,0.49,3.89,6.7
Gold,30-11-2014,459245,46858.00,8,21099.22,0.69,10.6,4.5
Gold,30-09-2012,954227,26593.00,9,46926.24,0.72,3.05,5.8
Gold,31-05-2020,1704708,25924.00,9,21315.19,0.65,5.54,4.5
Gold,30-06-2020,79318,25853.00,6,18786.08,0.59,4.28,7.3
Gold,30-09-2015,513382,47901.00,10,63350.5,0.73,3.89,6.7
Gold,31-10-2018,1133401,29638.00,5,5734.33,0.1,7.9,4.5
Gold,28-02-2014,583086,47840.00,4,15061.06,0.46,9.75,5.4
Gold,31-12-2013,671822,50520.00,2,75129.24,0.43,10.26,5.7
Gold,31-10-2021,684925,30582.00,2,32664.61,0.62,8.6,4.9
Gold,30-09-2022,383388,30116.00,7,15500.01,0.34,5.07,7
Gold,31-08-2018,1265469,50232.00,4,16459.25,0.79,4.62,4.5
Gold,31-10-2016,1073809,28441.00,2,37112.85,0.79,5,7.4
Gold,31-07-2020,125295,33431.00,10,57164.05,0.55,3.17,7.1
Gold,31-07-2019,1973726,27700.00,2,57821.71,0.5,8.83,6.1
Gold,31-03-2018,1990090,47840.00,5,73759.68,0.79,7.03,5.7
Gold,30-04-2015,86546,24952.00,1,31814.28,0.5,4.87,7.7
Gold,31-01-2018,509183,48807.00,8,32640.33,0.67,5.01,7.5
Gold,31-05-2014,218123,27794.00,10,21950.78,0.32,5.21,6.7
Gold,30-04-2018,821472,24789.00,6,29223.45,0.58,9.4,4.8
Gold,31-10-2013,615639,31229.00,3,36461.39,0.23,7.9,4.5
Gold,31-05-2014,845283,28610.00,1,67697.93,0.57,9.6,4.7
Gold,31-03-2018,1990090,38300.00,4,52829.13,0.5,9.6,4.7
Gold,30-09-2021,371891,26866.00,3,30437.68,0.65,8.25,4.6
Gold,31-10-2014,508608,30882.00,8,54102.09,0.69,4.48,13
Gold,31-08-2015,419841,29592.00,8,34355.25,0.51,2.28,6
Gold,31-10-2013,896637,30582.00,4,25034.19,0.4,5,7.4
Gold,31-05-2020,967228,29250.00,9,57875.52,0.16,4.92,7.9
Gold,31-08-2018,902204,27733.00,1,33072.94,0.66,4.28,6
Gold,31-12-2016,966850,30814.00,2,42965.61,0.7,10.6,4.8
Gold,28-02-2018,1888638,46817.00,2,48094.15,0.79,7.65,6.3
Gold,30-06-2012,918347,34714.00,8,48730.78,0.19,4.87,7.4
Gold,31-12-2021,1606285,38300.00,5,49973.97,0.63,4.87,7.7
Gold,31-10-2017,996849,33431.00,3,71299.84,0.7,4.87,7.7
Gold,31-12-2020,1120524,50520.00,1,75056.75,0.62,5.76,7.9
Gold,29-02-2016,645094,30856.00,10,79603.6,0.61,2.36,5.7
Gold,31-03-2016,77733,44418.00,8,31567.54,0.26,5.59,10
Gold,31-10-2013,376942,31625.00,10,17025.81,0.63,6.3,1.6
Gold,31-05-2021,1133408,28341.00,9,37575.81,0.32,5.26,7.3
Gold,31-03-2021,308839,46431.00,8,9440.92,0.48,4.28,6
Gold,31-07-2021,257246,46858.00,10,40750.88,0.02,2.36,5.7
Gold,31-05-2017,1990090,28341.00,1,28064.39,0.4,3.74,7
Gold,31-05-2013,71756,30851.00,5,74519.72,0.16,10.56,5.1
Gold,31-10-2022,1258018,51633.00,7,68505.36,0.2,9.93,5.4
Gold,31-12-2017,567411,45569.00,2,26484.86,0.21,7.39,5
Gold,31-10-2021,1096770,51633.00,3,65964.44,0.67,12.2,4.7
Gold,31-03-2018,1659655,29909.00,10,44515.14,0.34,12.2,4.7
Gold,31-05-2012,942623,50029.00,3,19964.6,0.11,6.77,4.8
Gold,31-01-2016,875698,38300.00,3,17706.31,0.6,3.19,5.1
Gold,30-04-2012,1518900,46221.00,8,52274.18,0.43,8.25,4.6
Gold,31-10-2022,199990,26908.00,3,27937.98,0.34,2.11,6.9
Gold,31-03-2018,452792,50029.00,6,25828.5,0.56,10.3,4.8
Gold,31-07-2012,1298439,28905.00,5,4570.64,0.75,4.58,7.5
Gold,31-08-2012,467265,31120.00,1,24494.33,0.12,7,13.5
Gold,30-09-2021,1342449,38999.00,5,74003.37,0.55,4.28,6
Gold,30-11-2019,1715108,50029.00,6,75210.02,0.16,3.65,7
Gold,31-08-2014,586045,26866.00,1,37715.57,0.79,3.74,7
Gold,31-12-2019,1222948,30582.00,7,57211.96,0.23,7.75,4.6
Gold,31-12-2020,1821914,29040.00,1,76804.48,0.62,4.23,0.9
Gold,31-12-2013,1154370,28078.00,8,25534.98,0.39,5.62,7.3
Gold,31-12-2021,954638,30423.00,8,12756.92,0.79,11.2,4.6
Gold,30-11-2014,348799,46431.00,2,23761.28,0.18,5.07,7
Gold,31-05-2019,69393,51365.00,1,51255.71,0.33,3.58,6.1
Gold,31-07-2013,137064,30851.00,3,32237.54,0.39,9.75,5.4
Gold,30-09-2017,1990090,48861.00,5,20270.53,0.35,5.01,7.5
Gold,30-06-2022,595070,38999.00,2,61776.84,0.29,4.06,-1
Gold,30-11-2021,1525536,31014.00,4,67958.92,0.67,8.33,4.6
Gold,30-11-2015,1777971,50520.00,1,73540.17,0.6,5.3,20.1
Gold,30-11-2012,57133,49111.00,1,15488.95,0.69,10.6,4.5
Gold,31-12-2019,87443,28992.00,1,55907.3,0.66,4.28,7.3
Gold,31-08-2022,57133,36873.00,4,28329.53,0.16,9.47,5.9
Gold,31-10-2013,1990090,46817.00,1,66578.33,0.66,10.5,4.6
Gold,31-10-2014,1109174,31099.00,2,4853.58,0.53,7.88,4.7
Gold,31-03-2017,594202,48861.00,8,75742.97,0.53,4.83,7.5
Gold,30-11-2016,1753345,30634.00,6,76221.2,0.71,9.9,5.3
Gold,28-02-2013,1085913,28992.00,1,46572.19,0.25,4.59,-3
Gold,31-08-2017,1151407,32131.00,3,55474.06,0.71,9.9,5.3
Gold,30-11-2012,610824,26994.00,4,27580.21,0.26,4.17,8
Gold,30-09-2013,494800,50232.00,7,68625.57,0.79,7.39,5
Gold,31-05-2021,400043,28610.00,2,4570.64,0.47,4.58,7.5
Gold,30-11-2020,1094949,31115.00,3,64758.28,0.79,3.99,4.7
Gold,30-09-2018,417022,30363.00,3,32675.42,0.35,5.37,7.5
Gold,30-06-2020,236909,49111.00,6,32127.74,0.68,9.47,5.9
Gold,31-07-2015,466400,28076.00,4,41217.74,0.47,6.07,5.4
Gold,30-04-2021,1918062,41763.00,7,25524.61,0.66,2.99,6.1
Gold,31-07-2015,201869,30882.00,7,23141.26,0.79,1.46,5.9
Gold,28-02-2014,552379,30064.00,1,31677.43,0.75,4.59,-3
Gold,28-02-2014,318931,29437.00,1,67216.29,0.41,6.01,5.1
Gold,31-03-2015,951645,47502.00,7,42435.65,0.78,2.28,5.7
Gold,31-05-2015,1213287,26908.00,3,60675.01,0.74,9.6,4.7
Gold,30-04-2019,565545,48807.00,2,15287.82,0.12,4.58,7.5
Gold,30-04-2014,1757421,50081.00,3,62462.69,0.21,4.87,7.7
Gold,31-05-2016,1990090,26355.00,4,60410.56,0.64,5.4,7.3
Gold,30-09-2013,1796534,31625.00,7,68816.68,0.71,4.92,7.9
Gold,30-09-2016,261173,30057.00,1,9288.24,0.14,5.37,7.5
Gold,30-11-2015,887468,28588.00,5,68736.64,0.3,2.28,6
Gold,31-03-2022,870321,29382.00,1,21229.84,0.63,3.17,7.1
Gold,30-09-2015,1804244,27733.00,7,33222.14,0.35,3.99,4.7
Gold,31-05-2020,1911218,50520.00,2,79603.6,0.61,6.77,4.8
Gold,30-11-2022,624545,26866.00,6,17577.18,0.45,5.69,7.2
Gold,31-10-2021,322135,28470.00,8,31710.94,0.4,10.6,4.4
Gold,31-03-2016,914893,29063.00,1,16017.8,0.7,3.41,7.1
